drug_name,manufacturer,strength,yj_code,price,dosage_form,route_of_administration,generic_name
インヴェガ錠３ｍｇ,ヤンセンファーマ,３ｍｇ１錠,1179053G1023,240.0,内用薬,経口,
インヴェガ錠６ｍｇ,ヤンセンファーマ,６ｍｇ１錠,1179053G2020,442.1,内用薬,経口,
インヴェガ錠９ｍｇ,ヤンセンファーマ,９ｍｇ１錠,1179053G3026,560.0,内用薬,経口,
レクサプロ錠１０ｍｇ,持田製薬,１０ｍｇ１錠,1179054F1022,114.5,内用薬,経口,
エスシタロプラム錠１０ｍｇ「ＪＧ」,日本ジェネリック,１０ｍｇ１錠,1179054F1030,49.0,内用薬,経口,
エスシタロプラム錠１０ｍｇ「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,１０ｍｇ１錠,1179054F1049,60.0,内用薬,経口,
エスシタロプラム錠１０ｍｇ「サワイ」,沢井製薬,１０ｍｇ１錠,1179054F1057,60.0,内用薬,経口,
エスシタロプラム錠１０ｍｇ「タカタ」,高田製薬,１０ｍｇ１錠,1179054F1065,60.0,内用薬,経口,
エスシタロプラム錠１０ｍｇ「トーワ」,東和薬品,１０ｍｇ１錠,1179054F1073,60.0,内用薬,経口,
エスシタロプラム錠１０ｍｇ「日医工」,日医工,１０ｍｇ１錠,1179054F1081,60.0,内用薬,経口,
エスシタロプラム錠１０ｍｇ「ニプロ」,ニプロ,１０ｍｇ１錠,1179054F1090,60.0,内用薬,経口,
エスシタロプラム錠１０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,１０ｍｇ１錠,1179054F1103,60.0,内用薬,経口,
エスシタロプラム錠１０ｍｇ「ＴＣＫ」,辰巳化学,１０ｍｇ１錠,1179054F1111,49.0,内用薬,経口,
レクサプロ錠２０ｍｇ,持田製薬,２０ｍｇ１錠,1179054F2029,164.1,内用薬,経口,
エスシタロプラム錠２０ｍｇ「ＪＧ」,日本ジェネリック,２０ｍｇ１錠,1179054F2037,74.8,内用薬,経口,
エスシタロプラム錠２０ｍｇ「ＶＴＲＳ」,ヴィアトリス・ヘルスケア,２０ｍｇ１錠,1179054F2045,89.6,内用薬,経口,
エスシタロプラム錠２０ｍｇ「サワイ」,沢井製薬,２０ｍｇ１錠,1179054F2053,89.6,内用薬,経口,
エスシタロプラム錠２０ｍｇ「タカタ」,高田製薬,２０ｍｇ１錠,1179054F2061,89.6,内用薬,経口,
エスシタロプラム錠２０ｍｇ「トーワ」,東和薬品,２０ｍｇ１錠,1179054F2070,89.6,内用薬,経口,
エスシタロプラム錠２０ｍｇ「日医工」,日医工,２０ｍｇ１錠,1179054F2088,89.6,内用薬,経口,
エスシタロプラム錠２０ｍｇ「ニプロ」,ニプロ,２０ｍｇ１錠,1179054F2096,89.6,内用薬,経口,
エスシタロプラム錠２０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,２０ｍｇ１錠,1179054F2100,89.6,内用薬,経口,
エスシタロプラム錠２０ｍｇ「ＴＣＫ」,辰巳化学,２０ｍｇ１錠,1179054F2118,74.8,内用薬,経口,
エスシタロプラムＯＤ錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ,１０ｍｇ１錠,1179054F3025,60.0,内用薬,経口,
エスシタロプラムＯＤ錠１０ｍｇ「サワイ」,沢井製薬,１０ｍｇ１錠,1179054F3033,60.0,内用薬,経口,
エスシタロプラムＯＤ錠１０ｍｇ「トーワ」,東和薬品,１０ｍｇ１錠,1179054F3041,60.0,内用薬,経口,
エスシタロプラムＯＤ錠２０ｍｇ「ＤＳＥＰ」,第一三共エスファ,２０ｍｇ１錠,1179054F4021,89.6,内用薬,経口,
エスシタロプラムＯＤ錠２０ｍｇ「サワイ」,沢井製薬,２０ｍｇ１錠,1179054F4030,89.6,内用薬,経口,
エスシタロプラムＯＤ錠２０ｍｇ「トーワ」,東和薬品,２０ｍｇ１錠,1179054F4048,89.6,内用薬,経口,
イフェクサーＳＲカプセル３７．５ｍｇ,ヴィアトリス製薬,３７．５ｍｇ１カプセル,1179055N1021,108.4,内用薬,経口,
イフェクサーＳＲカプセル７５ｍｇ,ヴィアトリス製薬,７５ｍｇ１カプセル,1179055N2028,179.1,内用薬,経口,
シクレスト舌下錠５ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,５ｍｇ１錠,1179056F1021,215.3,内用薬,経口,
シクレスト舌下錠１０ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,１０ｍｇ１錠,1179056F2028,327.2,内用薬,経口,
インチュニブ錠１ｍｇ,武田薬品工業,１ｍｇ１錠,1179057G1021,398.8,内用薬,経口,
インチュニブ錠３ｍｇ,武田薬品工業,３ｍｇ１錠,1179057G2028,527.2,内用薬,経口,
レキサルティ錠１ｍｇ,大塚製薬,１ｍｇ１錠,1179058F1020,241.8,内用薬,経口,
レキサルティ錠２ｍｇ,大塚製薬,２ｍｇ１錠,1179058F2027,461.9,内用薬,経口,
レキサルティＯＤ錠０．５ｍｇ,大塚製薬,０．５ｍｇ１錠,1179058F3023,128.7,内用薬,経口,
レキサルティＯＤ錠１ｍｇ,大塚製薬,１ｍｇ１錠,1179058F4020,241.8,内用薬,経口,
レキサルティＯＤ錠２ｍｇ,大塚製薬,２ｍｇ１錠,1179058F5026,461.9,内用薬,経口,
ビバンセカプセル２０ｍｇ,武田薬品工業,２０ｍｇ１カプセル,1179059M1024,660.5,内用薬,経口,
ビバンセカプセル３０ｍｇ,武田薬品工業,３０ｍｇ１カプセル,1179059M2020,731.4,内用薬,経口,
トリンテリックス錠１０ｍｇ,武田薬品工業,１０ｍｇ１錠,1179060F1028,161.7,内用薬,経口,
トリンテリックス錠２０ｍｇ,武田薬品工業,２０ｍｇ１錠,1179060F2024,242.5,内用薬,経口,
ラツーダ錠２０ｍｇ,住友ファーマ,２０ｍｇ１錠,1179061F1022,163.0,内用薬,経口,
ラツーダ錠４０ｍｇ,住友ファーマ,４０ｍｇ１錠,1179061F2029,302.6,内用薬,経口,
ラツーダ錠６０ｍｇ,住友ファーマ,６０ｍｇ１錠,1179061F3025,431.5,内用薬,経口,
ラツーダ錠８０ｍｇ,住友ファーマ,８０ｍｇ１錠,1179061F4021,448.1,内用薬,経口,
小児用ペレックス配合顆粒,大鵬薬品工業,１ｇ,1180101D1037,6.3,内用薬,経口,
ペレックス配合顆粒,大鵬薬品工業,１ｇ,1180105D1035,6.3,内用薬,経口,
サラザック配合顆粒,日医工岐阜工場,１ｇ,1180107D1107,6.3,内用薬,経口,
セラピナ配合顆粒,シオノケミカル,１ｇ,1180107D1115,6.3,内用薬,経口,
トーワチーム配合顆粒,東和薬品,１ｇ,1180107D1123,6.3,内用薬,経口,
ＰＬ配合顆粒,シオノギファーマ,１ｇ,1180107D1131,6.5,内用薬,経口,
マリキナ配合顆粒,鶴原製薬,１ｇ,1180107D1158,9.5,内用薬,経口,
幼児用ＰＬ配合顆粒,シオノギファーマ,１ｇ,1180108D1039,6.5,内用薬,経口,
ピーエイ配合錠,全星薬品工業,１錠,1180109F1034,4.7,内用薬,経口,
チアプリド塩酸塩１０％細粒,不明,１０％１ｇ,1190004C1017,11.2,内用薬,経口,
グラマリール細粒１０％,日医工,１０％１ｇ,1190004C1025,21.3,内用薬,経口,
チアプリド塩酸塩２５ｍｇ錠,不明,２５ｍｇ１錠,1190004F1013,7.9,内用薬,経口,
グラマリール錠２５ｍｇ,日医工,２５ｍｇ１錠,1190004F1021,13.6,内用薬,経口,
チアプリド塩酸塩５０ｍｇ錠,不明,５０ｍｇ１錠,1190004F2010,10.1,内用薬,経口,
グラマリール錠５０ｍｇ,日医工,５０ｍｇ１錠,1190004F2028,17.5,内用薬,経口,
サノレックス錠０．５ｍｇ,富士フイルム富山化学,０．５ｍｇ１錠,1190008F1020,172.5,内用薬,経口,
リルテック錠５０,サノフィ,５０ｍｇ１錠,1190011F1021,1154.6,内用薬,経口,
リルゾール錠５０ｍｇ「ＡＡ」,ダイト,５０ｍｇ１錠,1190011F1030,420.1,内用薬,経口,
リルゾール錠５０ｍｇ「ニプロ」,ニプロＥＳファーマ,５０ｍｇ１錠,1190011F1056,420.1,内用薬,経口,
ドネペジル塩酸塩０．５％細粒,不明,０．５％１ｇ,1190012C1011,46.6,内用薬,経口,
アリセプト細粒０．５％,エーザイ,０．５％１ｇ,1190012C1020,96.9,内用薬,経口,
ドネペジル塩酸塩３ｍｇ錠,不明,３ｍｇ１錠,1190012F1018,14.6,内用薬,経口,
アリセプト錠３ｍｇ,エーザイ,３ｍｇ１錠,1190012F1026,59.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「ＤＳＥＰ」,第一三共エスファ,３ｍｇ１錠,1190012F1042,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「ＦＦＰ」,共創未来ファーマ,３ｍｇ１錠,1190012F1069,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「ＪＧ」,日本ジェネリック,３ｍｇ１錠,1190012F1077,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「ＮＰ」,ニプロ,３ｍｇ１錠,1190012F1085,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「ＴＳＵ」,鶴原製薬,３ｍｇ１錠,1190012F1107,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「アメル」,共和薬品工業,３ｍｇ１錠,1190012F1123,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「オーハラ」,大原薬品工業,３ｍｇ１錠,1190012F1131,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「杏林」,キョーリンリメディオ,３ｍｇ１錠,1190012F1158,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「ケミファ」,日本ケミファ,３ｍｇ１錠,1190012F1166,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「サワイ」,沢井製薬,３ｍｇ１錠,1190012F1182,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「サンド」,サンド,３ｍｇ１錠,1190012F1190,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「タカタ」,高田製薬,３ｍｇ１錠,1190012F1212,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「タナベ」,ニプロＥＳファーマ,３ｍｇ１錠,1190012F1220,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「トーワ」,東和薬品,３ｍｇ１錠,1190012F1239,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「日医工」,日医工,３ｍｇ１錠,1190012F1247,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「日新」,日新製薬（山形）,３ｍｇ１錠,1190012F1255,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,３ｍｇ１錠,1190012F1271,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「テバ」,武田テバファーマ,３ｍｇ１錠,1190012F1310,32.3,内用薬,経口,
ドネペジル塩酸塩錠３ｍｇ「ニプロ」,ニプロＥＳファーマ,３ｍｇ１錠,1190012F1336,32.3,内用薬,経口,
ドネペジル塩酸塩５ｍｇ錠,不明,５ｍｇ１錠,1190012F2014,25.9,内用薬,経口,
アリセプト錠５ｍｇ,エーザイ,５ｍｇ１錠,1190012F2022,87.0,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,５ｍｇ１錠,1190012F2049,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「ＦＦＰ」,共創未来ファーマ,５ｍｇ１錠,1190012F2065,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「ＪＧ」,日本ジェネリック,５ｍｇ１錠,1190012F2073,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「アメル」,共和薬品工業,５ｍｇ１錠,1190012F2120,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「オーハラ」,大原薬品工業,５ｍｇ１錠,1190012F2138,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「杏林」,キョーリンリメディオ,５ｍｇ１錠,1190012F2154,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「ケミファ」,日本ケミファ,５ｍｇ１錠,1190012F2162,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「サワイ」,沢井製薬,５ｍｇ１錠,1190012F2189,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「サンド」,サンド,５ｍｇ１錠,1190012F2197,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「タカタ」,高田製薬,５ｍｇ１錠,1190012F2219,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「タナベ」,ニプロＥＳファーマ,５ｍｇ１錠,1190012F2227,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「トーワ」,東和薬品,５ｍｇ１錠,1190012F2235,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「日新」,日新製薬（山形）,５ｍｇ１錠,1190012F2251,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,５ｍｇ１錠,1190012F2278,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「テバ」,武田テバファーマ,５ｍｇ１錠,1190012F2316,48.3,内用薬,経口,
ドネペジル塩酸塩錠５ｍｇ「ニプロ」,ニプロＥＳファーマ,５ｍｇ１錠,1190012F2332,48.3,内用薬,経口,
ドネペジル塩酸塩３ｍｇ口腔内崩壊錠,不明,３ｍｇ１錠,1190012F3010,14.6,内用薬,経口,
アリセプトＤ錠３ｍｇ,エーザイ,３ｍｇ１錠,1190012F3029,59.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「ＦＦＰ」,共創未来ファーマ,３ｍｇ１錠,1190012F3045,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「ＴＣＫ」,辰巳化学,３ｍｇ１錠,1190012F3088,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「ＹＤ」,陽進堂,３ｍｇ１錠,1190012F3096,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「ＺＥ」,全星薬品工業,３ｍｇ１錠,1190012F3100,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「アメル」,共和薬品工業,３ｍｇ１錠,1190012F3118,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「科研」,シオノケミカル,３ｍｇ１錠,1190012F3126,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「杏林」,キョーリンリメディオ,３ｍｇ１錠,1190012F3134,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「ケミファ」,日本ケミファ,３ｍｇ１錠,1190012F3142,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「サワイ」,沢井製薬,３ｍｇ１錠,1190012F3169,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「タカタ」,高田製薬,３ｍｇ１錠,1190012F3185,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「タナベ」,ニプロＥＳファーマ,３ｍｇ１錠,1190012F3193,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「トーワ」,東和薬品,３ｍｇ１錠,1190012F3207,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「日医工」,日医工,３ｍｇ１錠,1190012F3215,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「日新」,日新製薬（山形）,３ｍｇ１錠,1190012F3223,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,３ｍｇ１錠,1190012F3240,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「モチダ」,ダイト,３ｍｇ１錠,1190012F3258,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤフィルム３ｍｇ「ＥＥ」,救急薬品工業,３ｍｇ１錠,1190012F3266,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「ＤＳＥＰ」,第一三共エスファ,３ｍｇ１錠,1190012F3274,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「オーハラ」,大原薬品工業,３ｍｇ１錠,1190012F3290,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「テバ」,武田テバファーマ,３ｍｇ１錠,1190012F3320,32.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠３ｍｇ「ニプロ」,ニプロＥＳファーマ,３ｍｇ１錠,1190012F3347,32.3,内用薬,経口,
ドネペジル塩酸塩５ｍｇ口腔内崩壊錠,不明,５ｍｇ１錠,1190012F4017,25.9,内用薬,経口,
アリセプトＤ錠５ｍｇ,エーザイ,５ｍｇ１錠,1190012F4025,87.0,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「ＦＦＰ」,共創未来ファーマ,５ｍｇ１錠,1190012F4041,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「ＴＣＫ」,辰巳化学,５ｍｇ１錠,1190012F4084,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「ＹＤ」,陽進堂,５ｍｇ１錠,1190012F4092,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「ＺＥ」,全星薬品工業,５ｍｇ１錠,1190012F4106,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「科研」,シオノケミカル,５ｍｇ１錠,1190012F4122,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「杏林」,キョーリンリメディオ,５ｍｇ１錠,1190012F4130,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「ケミファ」,日本ケミファ,５ｍｇ１錠,1190012F4149,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「サワイ」,沢井製薬,５ｍｇ１錠,1190012F4165,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「タカタ」,高田製薬,５ｍｇ１錠,1190012F4181,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「タナベ」,ニプロＥＳファーマ,５ｍｇ１錠,1190012F4190,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「トーワ」,東和薬品,５ｍｇ１錠,1190012F4203,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「日新」,日新製薬（山形）,５ｍｇ１錠,1190012F4220,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,５ｍｇ１錠,1190012F4246,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「モチダ」,ダイト,５ｍｇ１錠,1190012F4254,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤフィルム５ｍｇ「ＥＥ」,救急薬品工業,５ｍｇ１錠,1190012F4262,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,５ｍｇ１錠,1190012F4270,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「オーハラ」,大原薬品工業,５ｍｇ１錠,1190012F4297,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「テバ」,武田テバファーマ,５ｍｇ１錠,1190012F4327,48.3,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠５ｍｇ「ニプロ」,ニプロＥＳファーマ,５ｍｇ１錠,1190012F4343,48.3,内用薬,経口,
ドネペジル塩酸塩１０ｍｇ錠,不明,１０ｍｇ１錠,1190012F5013,45.6,内用薬,経口,
アリセプト錠１０ｍｇ,エーザイ,１０ｍｇ１錠,1190012F5021,148.5,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ,１０ｍｇ１錠,1190012F5048,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「ＦＦＰ」,共創未来ファーマ,１０ｍｇ１錠,1190012F5064,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「ＪＧ」,日本ジェネリック,１０ｍｇ１錠,1190012F5072,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「オーハラ」,大原薬品工業,１０ｍｇ１錠,1190012F5153,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「杏林」,キョーリンリメディオ,１０ｍｇ１錠,1190012F5170,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「ケミファ」,日本ケミファ,１０ｍｇ１錠,1190012F5188,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「サワイ」,沢井製薬,１０ｍｇ１錠,1190012F5196,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「タカタ」,高田製薬,１０ｍｇ１錠,1190012F5200,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「タナベ」,ニプロＥＳファーマ,１０ｍｇ１錠,1190012F5218,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「テバ」,武田テバファーマ,１０ｍｇ１錠,1190012F5226,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「トーワ」,東和薬品,１０ｍｇ１錠,1190012F5234,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「日新」,日新製薬（山形）,１０ｍｇ１錠,1190012F5250,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,１０ｍｇ１錠,1190012F5269,82.1,内用薬,経口,
ドネペジル塩酸塩錠１０ｍｇ「ニプロ」,ニプロＥＳファーマ,１０ｍｇ１錠,1190012F5285,82.1,内用薬,経口,
ドネペジル塩酸塩１０ｍｇ口腔内崩壊錠,不明,１０ｍｇ１錠,1190012F6010,45.6,内用薬,経口,
アリセプトＤ錠１０ｍｇ,エーザイ,１０ｍｇ１錠,1190012F6028,148.5,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ,１０ｍｇ１錠,1190012F6036,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「ＦＦＰ」,共創未来ファーマ,１０ｍｇ１錠,1190012F6052,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「ＴＣＫ」,辰巳化学,１０ｍｇ１錠,1190012F6109,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「ＹＤ」,陽進堂,１０ｍｇ１錠,1190012F6125,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「ＺＥ」,全星薬品工業,１０ｍｇ１錠,1190012F6133,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「オーハラ」,大原薬品工業,１０ｍｇ１錠,1190012F6150,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「科研」,シオノケミカル,１０ｍｇ１錠,1190012F6168,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「杏林」,キョーリンリメディオ,１０ｍｇ１錠,1190012F6176,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「ケミファ」,日本ケミファ,１０ｍｇ１錠,1190012F6184,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「サワイ」,沢井製薬,１０ｍｇ１錠,1190012F6192,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「タカタ」,高田製薬,１０ｍｇ１錠,1190012F6214,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「タナベ」,ニプロＥＳファーマ,１０ｍｇ１錠,1190012F6222,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「テバ」,武田テバファーマ,１０ｍｇ１錠,1190012F6230,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「トーワ」,東和薬品,１０ｍｇ１錠,1190012F6249,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「日新」,日新製薬（山形）,１０ｍｇ１錠,1190012F6265,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,１０ｍｇ１錠,1190012F6273,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「モチダ」,ダイト,１０ｍｇ１錠,1190012F6281,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤフィルム１０ｍｇ「ＥＥ」,救急薬品工業,１０ｍｇ１錠,1190012F6290,82.1,内用薬,経口,
ドネペジル塩酸塩ＯＤ錠１０ｍｇ「ニプロ」,ニプロＥＳファーマ,１０ｍｇ１錠,1190012F6311,82.1,内用薬,経口,
アリセプト内服ゼリー３ｍｇ,エーザイ,３ｍｇ１個,1190012Q1027,105.0,内用薬,経口,
ドネペジル塩酸塩内服ゼリー３ｍｇ「ＮＰ」,ニプロ,３ｍｇ１個,1190012Q1035,85.1,内用薬,経口,
ドネペジル塩酸塩内服ゼリー３ｍｇ「日医工」,日医工,３ｍｇ１個,1190012Q1043,85.1,内用薬,経口,
ドネペジル塩酸塩５ｍｇゼリー,不明,５ｍｇ１個,1190012Q2015,120.5,内用薬,経口,
アリセプト内服ゼリー５ｍｇ,エーザイ,５ｍｇ１個,1190012Q2023,136.9,内用薬,経口,
ドネペジル塩酸塩１０ｍｇゼリー,不明,１０ｍｇ１個,1190012Q3011,116.4,内用薬,経口,
アリセプト内服ゼリー１０ｍｇ,エーザイ,１０ｍｇ１個,1190012Q3020,246.7,内用薬,経口,
ドネペジル塩酸塩内服ゼリー１０ｍｇ「日医工」,日医工,１０ｍｇ１個,1190012Q3046,259.6,内用薬,経口,
アリセプトドライシロップ１％,エーザイ,１％１ｇ,1190012R1022,254.2,内用薬,経口,
ドネペジル塩酸塩３ｍｇ１．５ｍＬ液,不明,３ｍｇ１．５ｍＬ１包,1190012S1016,47.5,内用薬,経口,
ドネペジル塩酸塩５ｍｇ２．５ｍＬ液,不明,５ｍｇ２．５ｍＬ１包,1190012S2012,120.5,内用薬,経口,
ドネペジル塩酸塩１０ｍｇ５ｍＬ液,不明,１０ｍｇ５ｍＬ１包,1190012S3019,116.4,内用薬,経口,
ミオカーム内服液　３３．３％,ユーシービージャパン,３３．３％１ｍＬ,1190013S1037,24.9,内用薬,経口,
セレジスト錠５ｍｇ,田辺三菱製薬,５ｍｇ１錠,1190014F1033,715.3,内用薬,経口,
タルチレリン錠５ｍｇ「ＪＧ」,日本ジェネリック,５ｍｇ１錠,1190014F1041,225.7,内用薬,経口,
タルチレリン錠５ｍｇ「アメル」,共和薬品工業,５ｍｇ１錠,1190014F1050,225.7,内用薬,経口,
タルチレリン錠５ｍｇ「サワイ」,沢井製薬,５ｍｇ１錠,1190014F1068,225.7,内用薬,経口,
セレジストＯＤ錠５ｍｇ,田辺三菱製薬,５ｍｇ１錠,1190014F2021,715.3,内用薬,経口,
